data/department,data/season/0,data/occasion/0,data/categories/0,data/categories/1,data/categories/2,data/categories/3,data/categories/4,data/physical IDs/0,data/physical IDs/1,data/physical IDs/2,data/physical IDs/3,data/physical IDs/4,data/curation date,data/description,data/categories/5,data/physical IDs/5,data/season/1,data/occasion/1,data/occasion/2,data/season/2,data/season/3,data/occasion/3,data/categories/6,data/physical IDs/6,data/occasion/4,data/occasion/5,data/occasion/6,data/categories/7,data/physical IDs/7
Mens,winter,casual-event,Jeans,Shirts,Shoes,Jackets & Coats,Belts,91TKldXGu5L,41A+unhSVPL,31k48JN43GL,41COLeYMxnL,41SGGdMGBhL,2019-06-18,"This product includes men's shirts, suits & sport coats, pants, shoes, belts, and jackets & coats. It has formal shirts, suits, pants, shoes, belts and outerwear like jackets & coats.",,,spring,work,work-casual,fall,,casual,,,,,,,
Mens,fall,casual-event,Jeans,Shirts,Shoes,Jackets & Coats,Belts,51gpq1MKIkL,41vo7grogOL,41DbmdeerdL,41UhDFImobL,41valS1ALOL,2019-06-18,"This product includes men's jeans, shoes, belts, watches, shirts, and jackets & coats. It has jeans, shoes, accessories like belts, watches, shirts and outerwear like jackets & coats.",Watches,41BR7D9Nk9L,winter,work,business-attire,,,,,,,,,,
Mens,fall,work,Jeans,Shirts,Shoes,Belts,Jackets & Coats,71BfiozINZL,512jkEdn4DL,31+64tgjz8L,51ilMOW79JL,31pjNeOIrpL,2019-06-18,"This product includes men's jeans, shoes, belts, watches, shirts, and jackets & coats. It has jeans, shoes, accessories like belts, watches, shirts and outerwear like jackets & coats. ",Watches,51w8WYgHnqL,winter,nightout,business-attire,,,,,,,,,,
Mens,fall,casual-event,Jeans,Shirts,Shoes,Belts,Jackets & Coats,61YZz-if7sL,61czZ0SqxsL,41yoZ1JtEEL,41XOIWywcnL,41XNs7h2UUL,2019-06-18,"This product includes men's jeans, shoes, shirts, belts, watches, and jackets & coats. It has jeans, shoes, shirts, accessories like belts, watches and outerwear like jackets & coats.",Watches,41vUJNhUaeL,winter,work,casual,,,,,,,,,,
Mens,fall,casual-event,Jeans,Shirts,Shoes,Jackets & Coats,Watches,61MHN-a1XVL,41wgFrcSLQL,411Q3WhmSAL,41frg-An88L,51WmJNJS5rL,2019-06-18,"This product includes men's jeans, shoes, sweaters, jackets & coats, belts, watches, and wallets. It has jeans, shoes, sweaters, outerwear, accessories like belts, watches and wallets.",,,winter,work-casual,casual,,,,,,,,,,
Mens,winter,nightout,Jeans,Sweaters,Shoes,Jackets & Coats,Watches,81JAvgLYY0L,41InlMUtOVL,31gkpX9X2BL,41Di78PrkcL,41ShQUWRpeL,2019-06-18,"This product includes men's jeans, shoes, shirts, jackets & coats, belts, watches, and wallets. It has jeans, shoes, shirts, outerwear, accessories like belts, watches and wallets.",Belts,41A2i8gmFoL,spring,casual-event,work-casual,fall,,casual,,,,,,,
Mens,fall,work,Jeans,Shirts,Shoes,Jackets & Coats,Belts,81JAvgLYY0L,41W2pZSOQnL,41tnf66doZL,31dx+LeIrJL,41TBrrdoTeL,2019-06-18,"This product includes a variety of mens apparel including jeans, shoes, shirts, belts, watches, jackets and coats. It's a great option to completely outfit a man's wardrobe.",Watches,51R17pPT8EL,winter,business-attire,,,,,,,,,,,
Mens,fall,semi-formal,Jeans,Shirts,Shoes,Watches,Jackets & Coats,81Dfa-TTTKL,41mP4es+ikL,41Wugf4c9xL,41f1tp-dsIL,310gO1KvXYL,2019-06-18,"This product includes a variety of mens apparel including jeans, shoes, shirts, belts, watches, jackets and coats. It's a great option to completely outfit a man's wardrobe. ",Belts,41TtPFLIYTL,winter,nightout,business-attire,,,,,,,,,,
Mens,winter,casual-event,Jeans,Shirts,Jackets & Coats,Shoes,Belts,91IvvAHgZAL,41A0TPpqt8L,41XhIgrzbQL,31eRA6YIzbL,517nfnEk2CL,2019-06-18,"This product includes must-have mens apparel like jeans, shoes, belts, shirts, jackets and coats, and watches. It has all the essentials to build a mans wardrobe.",Watches,51bBPtgA7ZL,fall,work-casual,nightout,,,,,,,,,,
Mens,winter,casual-event,Jeans,Shoes,Shirts,Jackets & Coats,Watches,51QC8g-S-zL,41ZiJH2ZR-L,41W2pZSOQnL,4181a5mCIcL,41f00HKho-L,2019-06-18,"This expansive product includes mens jeans, shoes, shirts, belts, jackets, coats, watches, and wallets. It's a one-stop shop to outfit a man with high quality essentials. ",,,spring,work,work-casual,fall,,,,,,,,,
Mens,winter,nightout,Jeans,Shirts,Jackets & Coats,Belts,Watches,61HUGRHoH4L,41--kGAk9ZL,41a9bW8O3cL,51GUEMolPjL,416U9gBL8AL,2019-06-18,"This product offers a range of cool weather mens apparel including jeans, shoes, sweaters, jackets, coats, belts, watches, and wallets. It's a great option to bundle up for fall and winter.",Shoes,41cUQWKWynL,spring,work,work-casual,fall,,,,,,,,,
Mens,winter,work-casual,Jeans,Shoes,Shirts,Belts,Watches,81WpuUrVToL,41jHum0rIdL,41GWSCiD-ML,41pDYUSa1TL,41qMck600GL,2019-06-19,"This product covers must-have mens basics like jeans, shirts, shoes, jackets, coats, watches, and wallets. It has all the essentials for a functional mens wardrobe.",Jackets & Coats,41pFFEkD-ML,fall,work,nightout,,,,,,,,,,
Mens,fall,semi-formal,Jeans,Shoes,Shirts,Belts,Watches,61IX3ZWhxZL,31QMe0x583L,41dVQ1eryrL,41oQ+T5O9hL,519kJb8K9FL,2019-06-19,"This product brings together classic menswear including jeans, shirts, shoes, jackets, coats, belts, and watches. It has all the key pieces to assemble a stylish everyday outfit.",Jackets & Coats,31u6In5mHyL,winter,work,business-attire,,,,,,,,,,
Mens,winter,work,Shirts,Suits & Sport Coats,Pants,Shoes,Belts,51nt5ySnyKL,4182+6hqn-L,41ceijt5xBL,41wTAaLc8DL,41NLU7wiRGL,2019-06-19,"This product offers a selection of mens jeans, sweaters, jackets, coats, shoes, belts, and watches for a bundled cold weather wardrobe essentials.",Jackets & Coats,41oQIfvuDHL,fall,work-casual,business-attire,,,semi-formal,,,,,,,
Mens,winter,nightout,Jeans,Shoes,Belts,Watches,Shirts,81ThPp0rRAL,41iptP9lt8L,512x8nDmX2L,41CLZ9OxvkL,410V3KMeNML,2019-06-19,"This product provides the building blocks of a mens professional wardrobe with shirts, pants, suits, sport coats, shoes, belts, and jackets. ",Jackets & Coats,51a0lK+yR3L,fall,work,work-casual,,,business-attire,,,,,,,
Mens,fall,semi-formal,Jeans,Shoes,Belts,Watches,Shirts,81ThPp0rRAL,41JFBxZO6pL,416k3qW2GgL,41l3VEBI8GL,41dVQ1eryrL,2019-06-19,"This product includes a selection of mens sweaters, shoes, pants, jackets, coats, belts, and wallets for bundled casual and business casual essentials.",Jackets & Coats,31XFtS2MIEL,winter,business-attire,,,,,,,,,,,
Mens,fall,work-casual,Jeans,Shoes,Shirts,Belts,Watches,71dKArpOvCL,41vJZqJNFYL,41dVQ1eryrL,41ETxOHcY4L,419xvz2DoYL,2019-06-19,"This product covers mens wardrobe basics like shirts, jeans, shoes, and sunglasses so you can build complete summertime looks.",Jackets & Coats,31ECkswmabL,winter,work,business-attire,,,,,,,,,,
Mens,fall,nightout,Jeans,Shoes,Sweaters,Jackets & Coats,Belts,81PQPsGOCAL,31SrvL5j1yL,41OtnACONkL,310veUuFQWL,41wqyRNSkZL,2019-06-19,"This product includes suits, sport coats, shirts, ties, cummerbunds, pocket squares, belts, and shoes for fully assembling formal menswear.",Watches,4180JgAzabL,winter,business-attire,,,,,Wallets,31aZxXjVciL,,,,,
Mens,winter,nightout,Jeans,Shoes,Shirts,Jackets & Coats,Belts,81i8nYTkfkL,41YyyieTffL,41+OFEcNFkL,41SOJlc+z-L,31cmBbnD74L,2019-06-19,"This product bundles mens sweaters, jeans, shoes, watches, and sunglasses for casual everyday wear.",Watches,41P5dN7WumL,spring,work,business-attire,fall,,,Wallets,51Xx7OLcpaL,,,,,
Mens,winter,nightout,Jeans,Shoes,Shirts,Belts,Watches,91SqUpdIiNL,41pqWVVAERL,41Y4Ka9-hQL,41ETxOHcY4L,41zrqWxkTpL,2019-06-19,"This product provides suits, sport coats, shirts, pants, shoes, belts, ties, cummerbunds, pocket squares, and jackets to outfit mens formalwear.",Jackets & Coats,51oCjwa3hBL,fall,casual-event,work,,,work-casual,,,casual,,,,
Mens,winter,nightout,Jeans,Shoes,Shirts,Belts,Watches,81kPkSsghDL,31kAOUt3KzL,31ejuj21tfL,41kluREauKL,51HC74NodVL,2019-06-19,"This product brings together mens jeans, sweaters, jackets, coats, shoes, watches, and wallets for bundled casual cold weather wear.",Jackets & Coats,4176wjhbtkL,fall,casual-event,work,,,work-casual,,,,,,,
Mens,winter,nightout,Jeans,Shoes,Belts,Shirts,Jackets & Coats,81yeAiT83DL,31HgDcLM5xL,31gxNi2ABnL,41zHEsXqBrL,41exU3WtUeL,2019-06-20,"This product covers mens wardrobe essentials including jeans, shirts, shoes, wallets, and watches so you can build complete everyday outfits.",Watches,51HC74NodVL,fall,casual-event,work,,,business-attire,,,,,,,
Mens,winter,nightout,Jeans,Shoes,Shirts,Belts,Jackets & Coats,71P4dnPsE1L,31EBPc6H4EL,415dDwXGA8L,41GNr7Cs3KL,41cS48x6JsL,2019-06-20,"This product includes suits, sport coats, shirts, ties, cummerbunds, pocket squares, belts, shoes, and watches to fully outfit mens formalwear. ",Watches,41u10X5BdFL,fall,work,business-attire,,,semi-formal,Wallets,51oGT8VctAL,,,,,
Mens,winter,semi-formal,Jeans,Shoes,Sweaters,Jackets & Coats,Belts,71rp1cbf+lL,41IdJnC2t-L,31jPUJKjfTL,310veUuFQWL,41dbtt+EC3L,2019-06-20,"This product provides suits, sport coats, shirts, ties, cummerbunds, pocket squares, shoes, and belts for assembling mens formal attire.",Watches,51i35u1cgIL,fall,nightout,,,,,Wallets,514z7d2uz2L,,,,,
Mens,winter,work-casual,Jeans,Shirts,Shoes,Jackets & Coats,Watches,51FZ6y5m5kL,41PZ8gaMY9L,31ZIA4-ewWL,41ZINN+kDEL,51qMtWUGMOL,2019-06-20,"This product provides suits, sport coats, shirts, ties, cummerbunds, pocket squares, shoes, and belts for assembling mens formal attire.",Wallets,318LmoplxlL,fall,nightout,,,,,,,,,,,
Mens,winter,nightout,Jeans,Shoes,Shirts,Jackets & Coats,Belts,71O5GoTePeL,41PwfKDY5WL,51lSv4fIunL,41AYXXABDNL,41eQwlzF70L,2019-06-20,"This product includes suits, sport coats, shirts, and shoes to build mens formal business attire.",Watches,515KQWOP1rL,spring,casual-event,work,fall,,,Wallets,51vRL+WmUGL,,,,,
Mens,winter,nightout,Jeans,Sweaters,Jackets & Coats,Shoes,Belts,61gNsM6Ma0L,41Iz-HRf1CL,41vZ6OBnoiL,41VOqVq4KAL,41gtVxcTHtL,2019-06-24,"This product provides suits, sport coats, shirts, ties, cummerbunds, pocket squares, and shoes for mens formalwear.",Watches,41sxrgOy2IL,spring,casual-event,work-casual,fall,,,Wallets,51PZhqCq4mL,,,,,
Mens,winter,nightout,Shirts,Pants,Suits & Sport Coats,Shoes,Belts,418jSvt-l1L,31V7ypGizaL,41vXaWqEnbL,41nHL1sdobL,41SRcC3qghL,2019-06-26,"This product offers suits, sport coats, shirts, shoes, and belts to outfit men in formal business attire.",Jackets & Coats,412wwPvUNkL,fall,casual-event,work,,,work-casual,,,semi-formal,,,,
Mens,winter,casual-event,Sweaters,Shoes,Pants,Jackets & Coats,Belts,41w-d+44vnL,31CTc2WHc4L,41wQ+9AQ82L,41N5aGtbZLL,41YeAL92c3L,2019-06-26,"This product bundles suits, sport coats, pants, shirts, shoes, belts, and watches for complete mens formal and business wear.",Watches,41AqTamXkpL,fall,work,work-casual,,,semi-formal,Wallets,417b8y0J0WL,,,,,
Mens,spring,casual-event,Shirts,Jeans,Shoes,Sunglasses,,61y-6XWnRjL,91IlbF9Px+L,41k+QN-r51L,31h0wY3dFGL,,2019-06-27,"This product includes suits, sport coats, shirts, shoes, belts, ties, cummerbunds, and pocket squares for fully assembling mens formalwear.",,,summer,casual,nightout,,,,,,,,,,
Mens,summer,work,Suits & Sport Coats,Shirts,"Ties, Cummerbunds & Pocket Squares",Belts,Shoes,31lcRifMfmL,31pkJ9mAKqL,41he7Rv9xPL,41WhzK9WFbL,41R6zIC8KdL,2019-06-27,"This product offers suits, sport coats, shirts, pants, belts, and shoes to outfit men in formal business attire.",,,winter,business-attire,semi-formal,spring,fall,formal,,,,,,,
Mens,winter,nightout,Sweaters,Jeans,Shoes,Watches,Sunglasses,41Wngk4WghL,71N9t0nYqgL,31F4s1yO8dL,51Sd2T85cJL,31cjdo10I-L,2019-06-27,"This product includes stylish men's suits, sport coats, shirts, shoes, and watches for a complete professional wardrobe.",,,spring,casual-event,casual,fall,,,,,,,,,
Mens,winter,work,Shirts,Suits & Sport Coats,Pants,Shoes,Belts,31W336r35WL,41AZER5O+JL,41hyPHQVFEL,41b-fAxFSbL,41XOIWywcnL,2019-06-27,"This product contains essential men's shirts, pants, shoes, and belts for versatile casual and professional looks. ","Ties, Cummerbunds & Pocket Squares",51-cO+7Bs0L,fall,work-casual,business-attire,,,semi-formal,Jackets & Coats,41-UePXkAqL,formal,,,,
Mens,winter,casual-event,Jeans,Sweaters,Jackets & Coats,Shoes,Watches,81Gfewal4RL,41XKbqhIiCL,41N5aGtbZLL,41V2ElBzxoL,51XmXIdt7pL,2019-06-27,"This expansive product has men's suits, sport coats, pants, shirts, shoes, watches, wallets for professional and formal wear.",Wallets,51dRoYPq0aL,fall,work-casual,semi-formal,,,,,,,,,,
Mens,winter,nightout,Jeans,Shirts,Shoes,Wallets,Watches,71-ZUJJOFjL,417oQY6491L,31AMKvTDbcL,51hSO-7hosL,41ZG1FzbvcL,2019-07-01,"This product offers versatile men's shirts, pants, suits, sport coats, and shoes for both casual and professional wardrobes.",,,spring,casual,formal,fall,,,,,,,,,
Mens,summer,business-attire,Suits & Sport Coats,Shirts,"Ties, Cummerbunds & Pocket Squares",Belts,Shoes,41ojZNE0suL,41ju2gEyzIL,41Dd9nn3N-L,31iAGNV-pnL,31gObRmLLaL,2019-07-02,"This product features casual men's jeans, belts, shirts, pants, and shoes for weekend and laidback style.",Watches,51pZ8L6IMJL,winter,formal,,spring,fall,,,,,,,,
Mens,winter,semi-formal,Suits & Sport Coats,Shirts,"Ties, Cummerbunds & Pocket Squares",Shoes,Belts,416oh+6R95L,31x8eMqHhjL,41meja7EV-L,31-0sJnbsDL,31iAGNV-pnL,2019-07-02,"This product provides men's staple shirts, pants, shoes, and belts for versatile everyday outfits.",,,fall,work,,,,,,,,,,,
Mens,summer,work,Suits & Sport Coats,Shirts,"Ties, Cummerbunds & Pocket Squares",Shoes,Belts,41gNjAtLcKL,41smjnUzjqL,51twaCvkx7L,41e6Hi0iwNL,41ZmZ8mpBGL,2019-07-02,"This product includes men's shirts, jeans, shoes, and watches for casual weekend style.",,,winter,semi-formal,,spring,fall,,,,,,,,
Mens,summer,nightout,Suits & Sport Coats,Suits & Sport Coats,Shoes,Belts,Shirts,41gNjAtLcKL,41keKonin1L,41g6TqPzSAL,41ZiJBNVBaL,41+OFEcNFkL,2019-07-02,"This product combines men's shirts, suits, sport coats, shoes, belts, and watches for sharp professional looks.",,,winter,work,semi-formal,spring,fall,,,,,,,,
Mens,summer,work,Suits & Sport Coats,Shirts,"Ties, Cummerbunds & Pocket Squares",Shoes,,31BGxy8y1aL,31CLcvgJeUL,51wE1DQiUbL,31r1VG3AMqL,,2019-07-03,"This product has men's pants, shirts, suits, sport coats, ties, cummerbunds, pocket squares, and watches for formal style.",,,winter,business-attire,semi-formal,spring,fall,,,,,,,,
Mens,spring,work-casual,Suits & Sport Coats,Shirts,Shoes,Belts,,31BGxy8y1aL,514GCC3qoEL,314BcCqBn1L,31ls60NtYLL,,2019-07-03,"This product mixes casual men's jeans and shirts with sharp suits, sport coats, shoes, and belts. ",,,fall,semi-formal,,,,,,,,,,,
Mens,summer,casual-event,Suits & Sport Coats,Pants,Shirts,Shoes,Belts,41kH1pver+L,41GLpqe8X8L,41W2pZSOQnL,51gyfZsuO1L,213hpl1G+1L,2019-07-03,"This product focuses on foundational men's shoes, pants, shirts, ties, cummerbunds, pocket squares, and belts.",Watches,51miIt-8b6L,winter,work,semi-formal,spring,fall,,,,,,,,
Mens,winter,formal,Suits & Sport Coats,Shirts,Shoes,Belts,"Ties, Cummerbunds & Pocket Squares",31lZNzwu0PL,31E1uUlphcL,31PTMVW07BL,31+5JwsfeSL,31bHZNe-i5L,2019-07-03,"This complete product has men's shirts, suits, sport coats, ties, cummerbunds, pocket squares, watches, shoes, and belts.",,,fall,business-attire,,,,,,,,,,,
Mens,summer,nightout,Suits & Sport Coats,Shirts,Pants,Belts,Shoes,41s+0MSdi-L,41mK6pyoE3L,31NP9mc+iZL,41wILoWOxCL,41MSjlsBwWL,2019-07-04,"This straightforward product provides essential men's shirts, pants, shoes, and watches.",,,winter,semi-formal,,spring,fall,,,,,,,,
Mens,summer,nightout,Suits & Sport Coats,Shirts,Shoes,Watches,,417pPhdMBlL,31E1uUlphcL,41V+p6AWWLL,51PEETsEA4L,,2019-07-04,"This straightforward product provides essential men's shirts, pants, shoes, and watches.",,,winter,work-casual,semi-formal,spring,fall,,,,,,,,
Mens,summer,work,Shirts,Pants,Shoes,Belts,,51Q7ezXCm9L,31DmvLmQV1L,41VuGfj2XQL,41+dHDvGkHL,,2019-07-07,"This formal product includes men's suits, sport coats, shirts, ties, cummerbunds, pocket squares, shoes, and watches. ",,,winter,work-casual,,spring,fall,,,,,,,,
Mens,winter,nightout,Suits & Sport Coats,Pants,Shoes,Watches,Shirts,51mACBquuRL,31CqYJDpRnL,319J8VAmAeL,41FTaBJsAsL,3115sK4blQL,2019-07-08,"This product mixes men's shirts, suits, sport coats, pants, ties, cummerbunds, pocket squares, and shoes.",Wallets,41xhXuX2gfL,spring,business-attire,semi-formal,fall,,,,,,,,,
Mens,spring,work-casual,Shirts,Pants,Suits & Sport Coats,Shoes,,41uL1PE0QUL,315uhvoHxZL,51StFySyb6L,41tH8lSmDpL,,2019-07-09,"This casual product offers men's shirts, pants, shoes, watches, and belts for versatile style.",,,summer,semi-formal,work,,,,,,,,,,
Mens,spring,casual-event,Jeans,Belts,Shirts,Pants,Shoes,71-Ssdlz5dL,41g74LrxXoL,41W2pZSOQnL,41nReNdvQRL,41QXz+ZLvML,2019-07-09,"This foundational product focuses on men's shoes, pants, shirts, ties, cummerbunds, pocket squares, and belts.",,,summer,semi-formal,,,,,,,,,,,
Mens,summer,nightout,Shirts,Pants,Shoes,Belts,,61hVy7KkOQL,418fR5dDyzL,41i0KsCTbZL,41TTBOLQfsL,,2019-07-09,"This product combines men's shirts, pants, belts, shoes, and sunglasses for casual warm weather looks.",,,winter,work,work-casual,spring,fall,semi-formal,,,,,,,
Mens,summer,nightout,Shirts,Jeans,Shoes,Watches,,315yADVZIuL,81B3GySa+IL,41rZbKc5oTL,41oHAWGmYTL,,2019-07-09,"This relaxed product includes men's jeans, shirts, shoes, and watches for weekend wear.",,,spring,work-casual,casual,fall,,,,,,,,,
Mens,summer,business-attire,Shirts,Suits & Sport Coats,Shoes,Belts,Watches,21vuoGeJveL,41zwHbGtzNL,419O-Ee2EuL,41LbUzDfOaL,41hpyX2qURL,2019-07-09,"This casual product offers men's jeans, shirts, shoes, and wallets for laidback style. ",,,winter,semi-formal,,spring,fall,,,,,,,,
Mens,summer,semi-formal,Pants,Shirts,Suits & Sport Coats,"Ties, Cummerbunds & Pocket Squares",Watches,31iLvkNovGL,31pkJ9mAKqL,51mACBquuRL,41wHh0tP5TL,419XhvzAOuL,2019-07-10,"22. This formal product provides men's suits, sport coats, pants, shirts, ties, cummerbunds, pocket squares, belts, and shoes.",,,winter,formal,,spring,fall,,,,,,,,
Mens,summer,nightout,Jeans,Shirts,Suits & Sport Coats,Shoes,Belts,816jdHGcJKL,31CUpOV77qL,41zZtCwCVlL,31-DTxzxi5L,31l+FzRRq1L,2019-07-10,"This professional product mixes men's suits, sport coats, shirts, pants, shoes, and belts.",,,winter,work-casual,,spring,fall,,,,,,,,
Mens,summer,work,Shoes,Pants,Shirts,"Ties, Cummerbunds & Pocket Squares",Belts,417rQsK+N2L,41rZxPBAU7L,41wQ2k3-u1L,41yRd4MMCXL,41wj1i0hqEL,2019-07-10,"This casual cold weather product includes men's jeans, sweaters, shoes, watches, and jackets & coats.",,,spring,work-casual,business-attire,fall,,,,,,,,,
Mens,spring,formal,Shirts,Suits & Sport Coats,"Ties, Cummerbunds & Pocket Squares",Watches,Shoes,41NwPsiCC0L,41Jfnfg4haL,41Qbm6MOW6L,415-uXtsexL,31ZfAeh59iL,2019-07-12,"This laidback product features men's jeans, shirts, shoes, sunglasses, and belts.",Belts,31vjhRy-FsL,summer,semi-formal,,,,,,,,,,,
Mens,summer,nightout,Shirts,Pants,Shoes,Watches,,41sIftKNDxL,41HgHTozXLL,41OcHYaf7VL,415ySiviVGL,,2019-07-14,"This stylish collection of Mens Shirts, Jeans, Suits & Sport Coats, Jackets & Coats, Belts, Watches, Ties, Cummerbunds & Pocket Squares will help him look sharp for any occasion. With high quality materials and classic styles, he'll be ready for work, formal events, and weekends out. The versatile mix and match potential allows for both dressy and casual looks.",,,winter,casual-event,,spring,fall,,,,,,,,
Mens,summer,nightout,Shirts,Pants,Shoes,Watches,,31rmdLqD4RL,31VKzd44ZQL,41wl-1i+aIL,41FgAsvkrTL,,2019-07-15,"Keep his wardrobe looking fresh with these essential Mens Jeans, Shirts, Suits & Sport Coats, Shoes, Belts, Watches. Great for work and play, this selection offers both comfort and style. The jeans come in multiple fits to flatter his shape. The shirts range from casual button-downs to dress styles. The suits, sport coats, and shoes pull looks together. Quality materials withstand daily wear. ",,,spring,casual-event,work,,,semi-formal,,,,,,,
Mens,winter,business-attire,Suits & Sport Coats,Shirts,"Ties, Cummerbunds & Pocket Squares",Shoes,Watches,31CXvDK70QL,3115sK4blQL,51fz8kHeK6L,31oW5RfaXGL,41Lp0vxLL2L,2019-07-16,"This Mens Shirts, Suits & Sport Coats, Pants, Jackets & Coats, Shoes, Belts, Watches collection has all the pieces he needs to look sharp and put-together. From office attire to weekend wear, these classics offer mix-and-match potential for versatility. Carefully selected fabrics resist wrinkles and provide lasting comfort. The tailoring and fit produce a flattering silhouette he'll love.",,,spring,semi-formal,formal,fall,,,,,,,,,
Mens,winter,semi-formal,Shirts,Suits & Sport Coats,Pants,"Ties, Cummerbunds & Pocket Squares",Shoes,41ApKyRbMgL,61UPlYmtIBL,31jaU7AuUNL,31w+cb6iV-L,31r1VG3AMqL,2019-07-18,"Keep his closet stocked with these essentials: Mens Shirts, Pants, Belts, Shoes, Jackets & Coats, Watches. Great basics for work or play, this selection combines comfort, quality construction, and style he can rely on. The shirts and pants offer a tailored fit in easy-care fabrics. The shoes provide all-day cushioning and support. The watches and accessories add the finishing touch.",,,fall,formal,work,,,,,,,,,,
Mens,fall,work-casual,Shirts,Pants,Shoes,Watches,Belts,31TF4XEncWL,31-SSOKJ25L,41shS49kB+L,51zzoRsGXWL,31jIRregUuL,2019-07-18,"This well-rounded package of Mens Pants, Shirts, Shoes, Jackets & Coats, Wallets, Sunglasses will equip him for any occasion. It has the key pieces for comfortable, put-together looks ready for work, weekends, travel, and everything in between. Details like moisture-wicking fabrics, UPF sun protection, and cushioned insoles ensure functionality. The classic, versatile styles and fits make mixing and matching effortless.",,,,semi-formal,work,,,nightout,,,,,,,
Mens,fall,work-casual,Shoes,Pants,Shirts,"Ties, Cummerbunds & Pocket Squares",Belts,41GL99YaHnL,31I+bEgpWrL,3115sK4blQL,41Ip3pTb05L,31WZWgbY6lL,2019-07-18,"This selection of Mens Jeans, Shirts, Shoes, Jackets & Coats, Watches, Wallets brings together all the essentials he needs to look great every day. Made from durable fabrics with comfortable fits, these pieces will become wardrobe staples. The jeans come in multiple washes to match any outfit. The shirts work for casual to business looks. The shoes, watches, and accessories polish off any ensemble.",,,,semi-formal,work,,,business-attire,,,,,,,
Mens,spring,casual-event,Shirts,Pants,Belts,Shoes,Sunglasses,31LkCBQc0KL,41OsNf9CckL,31tPAmxuSjL,41V+p6AWWLL,31Gb2IzLI-L,2019-07-18,"Keep his summer style on point with these Mens Shirts, Shorts, Shoes, Sunglasses, Watches. Ideal for warm weather activities, the moisture-wicking shirts and lightweight shorts offer breathability. The shoes have responsive cushioning for all-day wear. UPF sun protection keeps his eyes safe behind the stylish sunglasses. Durable watches complete the casual look.",,,summer,semi-formal,work,,,,,,,,,,
Mens,fall,work-casual,Jeans,Shirts,Shoes,Watches,,416Zw7PRr8L,514ECzhuyHL,41iuts7HQhL,41B03godkpL,,2019-07-21,"Make a splash in these swim-ready essentials: Mens Swim, Shirts, Shoes, Sunglasses, Watches. Perfect for beach and pool days, the swim trunks come in solid colors and eye-catching prints. The shirts provide protection from sun and drying moisture-wicking comfort. Slip-on shoes transition seamlessly from water to street. UV-blocking sunglasses and water-resistant watches finish the summer look.",,,,work,casual,,,,,,,,,,
Mens,spring,work-casual,Jeans,Shirts,Shoes,Wallets,,41ZPmviqrOL,418HedCdoaL,31-8-TgIpwL,31MdWuSYzGL,,2019-07-24,"Look sharp at the office or out on the town with this collection of Mens Suits & Sport Coats, Pants, Shirts, Shoes, Belts, Watches. Handsomely tailored from quality fabrics, these pieces provide a polished look perfect for both professional and formal occasions. Details like non-wrinkling fabric and cushioned insoles ensure they'll stay comfortable all day or night. ",,,fall,casual,nightout,,,,,,,,,,
Mens,summer,nightout,Suits & Sport Coats,Pants,Shirts,"Ties, Cummerbunds & Pocket Squares",Belts,41jclAZNBeL,41X9AZ8AxKL,41hvjxrVjlL,41XixNkYF2L,31qUAhhCqML,2019-07-26,"Keep his work wardrobe looking sharp with these essentials: Mens Pants, Suits & Sport Coats, Shirts, Shoes, Belts, Watches. Offering mix-and-match potential, this collection provides tailored style for the office and beyond. The breathable, wrinkle-resistant fabric keeps shirts crisp and pants creased. The shoes deliver all-day comfort. Quality craftsmanship ensures durability and long-lasting wear.",Shoes,4101H3-Aq2L,winter,business-attire,formal,spring,fall,,,,,,,,
Mens,spring,work,Suits & Sport Coats,Shirts,Pants,Shoes,Belts,41jclAZNBeL,31sFqXRNchL,41RTtO7J02L,41CsrVAadcL,51RVPt7oaDL,2019-07-29,"Cool off in style this summer with these laidback staples: Mens Shirts, Swim, Shoes, Sunglasses, Watches. The swim trunks come in an array of colors and designs fit for the beach or poolside. Breathable shirts provide protection from the sun. Slip-on shoes easily transition from water to street. UV-blocking sunglasses and durable watches complete the seasonal look.",,,fall,business-attire,nightout,,,,,,,,,,
Mens,winter,casual-event,Jeans,Sweaters,Shoes,Watches,Jackets & Coats,41SlgkqCCXL,51k5udng0WL,31SxPPNA4+L,51ndk1IbbaL,41jclAZNBeL,2019-07-30,"Make a splash this summer in these effortlessly stylish staples for men. The swim trunks come in an array of colors and designs fit for the beach or poolside. The shirts provide lightweight protection from the sun, while slip-on shoes easily transition from water to street. Complete the laidback look with UV-blocking sunglasses and durable watches he can wear confidently in and out of the water.",,,,work-casual,work,,,casual,,,,,,,
Mens,fall,work-casual,Jeans,Shirts,Shoes,Sunglasses,Belts,41m4G-f7X0L,41W2pZSOQnL,41h+ud86kRL,31+5qSD1itL,31V7tR2wAiL,2019-08-02,"These Mens Shoes, Shorts, Watches, Shirts, Sunglasses are just what he needs for laidback warm weather style. The shoes keep him comfortable all day with cushioning and support. The shorts come in multiple colors and designs perfect for summer activities. Stylish watches resistant to splashes stand up to his active lifestyle. UPF shirts and sunglasses offer sun protection.",,,winter,nightout,casual,,,,,,,,,,
